# r, Phi, Pi, A, delta
0.846345 -0.124564 0.000956121 0.978362 -0.499799 
0.846502 -0.124245 0.000954733 0.978387 -0.4998 
0.846659 -0.123927 0.000953344 0.978411 -0.499801 
0.846816 -0.123609 0.000951955 0.978435 -0.499803 
0.846973 -0.123292 0.000950566 0.97846 -0.499804 
0.84713 -0.122975 0.000949176 0.978484 -0.499805 
0.847288 -0.122659 0.000947786 0.978509 -0.499806 
0.847445 -0.122344 0.000946396 0.978533 -0.499807 
0.847602 -0.122029 0.000945006 0.978557 -0.499808 
0.847759 -0.121715 0.000943616 0.978582 -0.49981 
0.847916 -0.121401 0.000942225 0.978606 -0.499811 
0.848073 -0.121088 0.000940835 0.97863 -0.499812 
0.84823 -0.120775 0.000939444 0.978654 -0.499813 
0.848387 -0.120463 0.000938053 0.978678 -0.499814 
0.848544 -0.120152 0.000936662 0.978703 -0.499815 
0.848701 -0.119841 0.00093527 0.978727 -0.499816 
0.848858 -0.11953 0.000933879 0.978751 -0.499817 
0.849015 -0.119221 0.000932487 0.978775 -0.499819 
0.849172 -0.118911 0.000931095 0.978799 -0.49982 
0.84933 -0.118603 0.000929703 0.978823 -0.499821 
0.849487 -0.118294 0.000928311 0.978847 -0.499822 
0.849644 -0.117987 0.000926919 0.978871 -0.499823 
0.849801 -0.11768 0.000925526 0.978895 -0.499824 
0.849958 -0.117373 0.000924134 0.978919 -0.499825 
0.850115 -0.117067 0.000922741 0.978943 -0.499826 
0.850272 -0.116762 0.000921349 0.978966 -0.499827 
0.850429 -0.116457 0.000919956 0.97899 -0.499828 
0.850586 -0.116153 0.000918563 0.979014 -0.499829 
0.850743 -0.115849 0.00091717 0.979038 -0.49983 
0.8509 -0.115546 0.000915777 0.979062 -0.499831 
0.851057 -0.115243 0.000914384 0.979085 -0.499832 
0.851215 -0.114941 0.000912991 0.979109 -0.499833 
0.851372 -0.11464 0.000911598 0.979133 -0.499834 
0.851529 -0.114339 0.000910204 0.979156 -0.499835 
0.851686 -0.114038 0.000908811 0.97918 -0.499836 
0.851843 -0.113738 0.000907418 0.979204 -0.499837 
0.852 -0.113439 0.000906024 0.979227 -0.499838 
0.852157 -0.11314 0.000904631 0.979251 -0.499839 
0.852314 -0.112842 0.000903237 0.979274 -0.49984 
0.852471 -0.112544 0.000901844 0.979298 -0.499841 
0.852628 -0.112247 0.00090045 0.979321 -0.499842 
0.852785 -0.11195 0.000899057 0.979345 -0.499843 
0.852942 -0.111654 0.000897663 0.979368 -0.499844 
0.853099 -0.111359 0.000896269 0.979392 -0.499845 
0.853257 -0.111064 0.000894876 0.979415 -0.499846 
0.853414 -0.110769 0.000893482 0.979438 -0.499847 
0.853571 -0.110476 0.000892089 0.979462 -0.499848 
0.853728 -0.110182 0.000890695 0.979485 -0.499849 
0.853885 -0.109889 0.000889302 0.979508 -0.49985 
0.854042 -0.109597 0.000887908 0.979531 -0.499851 
0.854199 -0.109306 0.000886515 0.979555 -0.499852 
0.854356 -0.109014 0.000885122 0.979578 -0.499853 
0.854513 -0.108724 0.000883728 0.979601 -0.499854 
0.85467 -0.108434 0.000882335 0.979624 -0.499855 
0.854827 -0.108144 0.000880942 0.979647 -0.499856 
0.854984 -0.107855 0.000879549 0.97967 -0.499856 
0.855142 -0.107567 0.000878156 0.979693 -0.499857 
0.855299 -0.107279 0.000876763 0.979717 -0.499858 
0.855456 -0.106992 0.00087537 0.97974 -0.499859 
0.855613 -0.106705 0.000873977 0.979763 -0.49986 
0.85577 -0.106418 0.000872584 0.979785 -0.499861 
0.855927 -0.106133 0.000871192 0.979808 -0.499862 
0.856084 -0.105848 0.000869799 0.979831 -0.499863 
0.856241 -0.105563 0.000868407 0.979854 -0.499863 
0.856398 -0.105279 0.000867015 0.979877 -0.499864 
0.856555 -0.104995 0.000865623 0.9799 -0.499865 
0.856712 -0.104712 0.000864231 0.979923 -0.499866 
0.856869 -0.10443 0.000862839 0.979946 -0.499867 
0.857026 -0.104148 0.000861447 0.979968 -0.499868 
0.857184 -0.103866 0.000860055 0.979991 -0.499869 
0.857341 -0.103585 0.000858664 0.980014 -0.499869 
0.857498 -0.103305 0.000857273 0.980036 -0.49987 
0.857655 -0.103025 0.000855882 0.980059 -0.499871 
0.857812 -0.102746 0.000854491 0.980082 -0.499872 
0.857969 -0.102467 0.0008531 0.980104 -0.499873 
0.858126 -0.102189 0.000851709 0.980127 -0.499873 
0.858283 -0.101911 0.000850319 0.980149 -0.499874 
0.85844 -0.101634 0.000848929 0.980172 -0.499875 
0.858597 -0.101357 0.000847539 0.980195 -0.499876 
0.858754 -0.101081 0.000846149 0.980217 -0.499877 
0.858911 -0.100806 0.000844759 0.980239 -0.499877 
0.859069 -0.100531 0.00084337 0.980262 -0.499878 
0.859226 -0.100256 0.000841981 0.980284 -0.499879 
0.859383 -0.099982 0.000840592 0.980307 -0.49988 
0.85954 -0.0997086 0.000839203 0.980329 -0.499881 
0.859697 -0.0994357 0.000837814 0.980351 -0.499881 
0.859854 -0.0991633 0.000836426 0.980374 -0.499882 
0.860011 -0.0988914 0.000835038 0.980396 -0.499883 
0.860168 -0.09862 0.00083365 0.980418 -0.499884 
0.860325 -0.0983492 0.000832263 0.98044 -0.499884 
0.860482 -0.0980789 0.000830875 0.980463 -0.499885 
0.860639 -0.0978092 0.000829488 0.980485 -0.499886 
0.860796 -0.0975399 0.000828102 0.980507 -0.499887 
0.860953 -0.0972712 0.000826715 0.980529 -0.499887 
0.861111 -0.097003 0.000825329 0.980551 -0.499888 
0.861268 -0.0967354 0.000823943 0.980573 -0.499889 
0.861425 -0.0964682 0.000822557 0.980595 -0.499889 
0.861582 -0.0962016 0.000821172 0.980617 -0.49989 
0.861739 -0.0959355 0.000819787 0.980639 -0.499891 
0.861896 -0.0956699 0.000818402 0.980661 -0.499892 
0.862053 -0.0954049 0.000817018 0.980683 -0.499892 
0.86221 -0.0951404 0.000815634 0.980705 -0.499893 
0.862367 -0.0948764 0.00081425 0.980727 -0.499894 
0.862524 -0.0946129 0.000812867 0.980749 -0.499894 
0.862681 -0.0943499 0.000811484 0.980771 -0.499895 
0.862838 -0.0940875 0.000810101 0.980793 -0.499896 
0.862996 -0.0938255 0.000808718 0.980815 -0.499896 
0.863153 -0.0935641 0.000807336 0.980836 -0.499897 
0.86331 -0.0933032 0.000805955 0.980858 -0.499898 
0.863467 -0.0930429 0.000804573 0.98088 -0.499898 
0.863624 -0.092783 0.000803192 0.980902 -0.499899 
0.863781 -0.0925237 0.000801812 0.980923 -0.4999 
0.863938 -0.0922649 0.000800431 0.980945 -0.4999 
0.864095 -0.0920066 0.000799051 0.980967 -0.499901 
0.864252 -0.0917488 0.000797672 0.980988 -0.499902 
0.864409 -0.0914915 0.000796293 0.98101 -0.499902 
0.864566 -0.0912347 0.000794914 0.981031 -0.499903 
0.864723 -0.0909785 0.000793536 0.981053 -0.499904 
0.86488 -0.0907228 0.000792158 0.981074 -0.499904 
0.865038 -0.0904675 0.00079078 0.981096 -0.499905 
0.865195 -0.0902128 0.000789403 0.981117 -0.499906 
0.865352 -0.0899586 0.000788027 0.981139 -0.499906 
0.865509 -0.089705 0.00078665 0.98116 -0.499907 
0.865666 -0.0894518 0.000785275 0.981182 -0.499907 
0.865823 -0.0891991 0.000783899 0.981203 -0.499908 
0.86598 -0.088947 0.000782524 0.981224 -0.499909 
0.866137 -0.0886954 0.00078115 0.981246 -0.499909 
0.866294 -0.0884442 0.000779776 0.981267 -0.49991 
0.866451 -0.0881936 0.000778402 0.981288 -0.499911 
0.866608 -0.0879435 0.000777029 0.98131 -0.499911 
0.866765 -0.0876939 0.000775656 0.981331 -0.499912 
0.866922 -0.0874448 0.000774284 0.981352 -0.499912 
0.86708 -0.0871962 0.000772912 0.981373 -0.499913 
0.867237 -0.0869481 0.000771541 0.981394 -0.499913 
0.867394 -0.0867006 0.00077017 0.981415 -0.499914 
0.867551 -0.0864535 0.0007688 0.981437 -0.499915 
0.867708 -0.0862069 0.00076743 0.981458 -0.499915 
0.867865 -0.0859609 0.000766061 0.981479 -0.499916 
0.868022 -0.0857153 0.000764692 0.9815 -0.499916 
0.868179 -0.0854703 0.000763324 0.981521 -0.499917 
0.868336 -0.0852257 0.000761956 0.981542 -0.499917 
0.868493 -0.0849817 0.000760589 0.981563 -0.499918 
0.86865 -0.0847381 0.000759222 0.981584 -0.499919 
0.868807 -0.0844951 0.000757856 0.981605 -0.499919 
0.868965 -0.0842525 0.000756491 0.981625 -0.49992 
0.869122 -0.0840105 0.000755126 0.981646 -0.49992 
0.869279 -0.083769 0.000753761 0.981667 -0.499921 
0.869436 -0.0835279 0.000752397 0.981688 -0.499921 
0.869593 -0.0832874 0.000751034 0.981709 -0.499922 
0.86975 -0.0830473 0.000749671 0.98173 -0.499922 
0.869907 -0.0828078 0.000748308 0.98175 -0.499923 
0.870064 -0.0825688 0.000746947 0.981771 -0.499923 
0.870221 -0.0823302 0.000745585 0.981792 -0.499924 
0.870378 -0.0820922 0.000744225 0.981812 -0.499924 
0.870535 -0.0818546 0.000742865 0.981833 -0.499925 
0.870692 -0.0816175 0.000741505 0.981854 -0.499926 
0.870849 -0.081381 0.000740146 0.981874 -0.499926 
0.871007 -0.0811449 0.000738788 0.981895 -0.499927 
0.871164 -0.0809093 0.00073743 0.981915 -0.499927 
0.871321 -0.0806743 0.000736073 0.981936 -0.499928 
0.871478 -0.0804397 0.000734717 0.981957 -0.499928 
0.871635 -0.0802056 0.000733361 0.981977 -0.499929 
0.871792 -0.079972 0.000732006 0.981997 -0.499929 
0.871949 -0.0797389 0.000730651 0.982018 -0.49993 
0.872106 -0.0795063 0.000729297 0.982038 -0.49993 
0.872263 -0.0792741 0.000727944 0.982059 -0.49993 
0.87242 -0.0790425 0.000726591 0.982079 -0.499931 
0.872577 -0.0788113 0.000725239 0.982099 -0.499931 
0.872734 -0.0785807 0.000723888 0.98212 -0.499932 
0.872892 -0.0783505 0.000722537 0.98214 -0.499932 
0.873049 -0.0781208 0.000721187 0.98216 -0.499933 
0.873206 -0.0778916 0.000719838 0.982181 -0.499933 
0.873363 -0.0776629 0.000718489 0.982201 -0.499934 
0.87352 -0.0774347 0.000717141 0.982221 -0.499934 
0.873677 -0.077207 0.000715793 0.982241 -0.499935 
0.873834 -0.0769797 0.000714447 0.982261 -0.499935 
0.873991 -0.076753 0.000713101 0.982282 -0.499936 
0.874148 -0.0765267 0.000711755 0.982302 -0.499936 
0.874305 -0.0763009 0.000710411 0.982322 -0.499937 
0.874462 -0.0760756 0.000709067 0.982342 -0.499937 
0.874619 -0.0758508 0.000707723 0.982362 -0.499937 
0.874776 -0.0756264 0.000706381 0.982382 -0.499938 
0.874934 -0.0754026 0.000705039 0.982402 -0.499938 
0.875091 -0.0751792 0.000703698 0.982422 -0.499939 
0.875248 -0.0749563 0.000702357 0.982442 -0.499939 
0.875405 -0.0747339 0.000701018 0.982462 -0.49994 
0.875562 -0.0745119 0.000699679 0.982482 -0.49994 
0.875719 -0.0742905 0.00069834 0.982502 -0.49994 
0.875876 -0.0740695 0.000697003 0.982521 -0.499941 
0.876033 -0.073849 0.000695666 0.982541 -0.499941 
0.87619 -0.073629 0.00069433 0.982561 -0.499942 
0.876347 -0.0734094 0.000692995 0.982581 -0.499942 
0.876504 -0.0731904 0.00069166 0.982601 -0.499943 
0.876661 -0.0729718 0.000690327 0.98262 -0.499943 
0.876819 -0.0727537 0.000688994 0.98264 -0.499943 
0.876976 -0.072536 0.000687661 0.98266 -0.499944 
0.877133 -0.0723189 0.00068633 0.982679 -0.499944 
0.87729 -0.0721022 0.000684999 0.982699 -0.499945 
0.877447 -0.071886 0.00068367 0.982719 -0.499945 
0.877604 -0.0716702 0.00068234 0.982738 -0.499945 
0.877761 -0.0714549 0.000681012 0.982758 -0.499946 
0.877918 -0.0712402 0.000679685 0.982778 -0.499946 
0.878075 -0.0710258 0.000678358 0.982797 -0.499947 
0.878232 -0.070812 0.000677032 0.982817 -0.499947 
0.878389 -0.0705986 0.000675707 0.982836 -0.499947 
0.878546 -0.0703857 0.000674383 0.982856 -0.499948 
0.878703 -0.0701732 0.000673059 0.982875 -0.499948 
0.878861 -0.0699612 0.000671737 0.982894 -0.499948 
0.879018 -0.0697497 0.000670415 0.982914 -0.499949 
0.879175 -0.0695387 0.000669094 0.982933 -0.499949 
0.879332 -0.0693281 0.000667774 0.982953 -0.49995 
0.879489 -0.069118 0.000666454 0.982972 -0.49995 
0.879646 -0.0689084 0.000665136 0.982991 -0.49995 
0.879803 -0.0686992 0.000663818 0.983011 -0.499951 
0.87996 -0.0684905 0.000662501 0.98303 -0.499951 
0.880117 -0.0682823 0.000661185 0.983049 -0.499951 
0.880274 -0.0680745 0.00065987 0.983068 -0.499952 
0.880431 -0.0678672 0.000658556 0.983087 -0.499952 
0.880588 -0.0676603 0.000657243 0.983107 -0.499952 
0.880746 -0.0674539 0.00065593 0.983126 -0.499953 
0.880903 -0.067248 0.000654619 0.983145 -0.499953 
0.88106 -0.0670425 0.000653308 0.983164 -0.499953 
0.881217 -0.0668375 0.000651998 0.983183 -0.499954 
0.881374 -0.066633 0.000650689 0.983202 -0.499954 
0.881531 -0.0664289 0.000649381 0.983221 -0.499955 
0.881688 -0.0662253 0.000648074 0.98324 -0.499955 
0.881845 -0.0660221 0.000646768 0.983259 -0.499955 
0.882002 -0.0658194 0.000645462 0.983278 -0.499956 
0.882159 -0.0656172 0.000644158 0.983297 -0.499956 
0.882316 -0.0654154 0.000642854 0.983316 -0.499956 
0.882473 -0.065214 0.000641552 0.983335 -0.499956 
0.88263 -0.0650131 0.00064025 0.983354 -0.499957 
0.882788 -0.0648127 0.000638949 0.983373 -0.499957 
0.882945 -0.0646127 0.000637649 0.983392 -0.499957 
0.883102 -0.0644132 0.00063635 0.983411 -0.499958 
0.883259 -0.0642142 0.000635052 0.983429 -0.499958 
0.883416 -0.0640156 0.000633755 0.983448 -0.499958 
0.883573 -0.0638174 0.000632459 0.983467 -0.499959 
0.88373 -0.0636197 0.000631164 0.983486 -0.499959 
0.883887 -0.0634225 0.00062987 0.983504 -0.499959 
0.884044 -0.0632257 0.000628577 0.983523 -0.49996 
0.884201 -0.0630293 0.000627284 0.983542 -0.49996 
0.884358 -0.0628334 0.000625993 0.98356 -0.49996 
0.884515 -0.062638 0.000624702 0.983579 -0.499961 
0.884672 -0.062443 0.000623413 0.983598 -0.499961 
0.88483 -0.0622484 0.000622125 0.983616 -0.499961 
0.884987 -0.0620543 0.000620837 0.983635 -0.499961 
0.885144 -0.0618606 0.000619551 0.983653 -0.499962 
0.885301 -0.0616674 0.000618265 0.983672 -0.499962 
0.885458 -0.0614747 0.000616981 0.98369 -0.499962 
0.885615 -0.0612824 0.000615697 0.983709 -0.499963 
0.885772 -0.0610905 0.000614415 0.983727 -0.499963 
0.885929 -0.060899 0.000613133 0.983746 -0.499963 
0.886086 -0.0607081 0.000611853 0.983764 -0.499963 
0.886243 -0.0605175 0.000610573 0.983782 -0.499964 
0.8864 -0.0603274 0.000609295 0.983801 -0.499964 
0.886557 -0.0601378 0.000608017 0.983819 -0.499964 
0.886715 -0.0599486 0.000606741 0.983838 -0.499965 
0.886872 -0.0597598 0.000605465 0.983856 -0.499965 
0.887029 -0.0595714 0.000604191 0.983874 -0.499965 
0.887186 -0.0593836 0.000602917 0.983892 -0.499965 
0.887343 -0.0591961 0.000601645 0.983911 -0.499966 
0.8875 -0.0590091 0.000600374 0.983929 -0.499966 
0.887657 -0.0588225 0.000599103 0.983947 -0.499966 
0.887814 -0.0586364 0.000597834 0.983965 -0.499966 
0.887971 -0.0584507 0.000596566 0.983983 -0.499967 
0.888128 -0.0582654 0.000595299 0.984001 -0.499967 
0.888285 -0.0580806 0.000594033 0.98402 -0.499967 
0.888442 -0.0578962 0.000592768 0.984038 -0.499968 
0.888599 -0.0577122 0.000591504 0.984056 -0.499968 
0.888757 -0.0575287 0.000590241 0.984074 -0.499968 
0.888914 -0.0573456 0.000588979 0.984092 -0.499968 
0.889071 -0.057163 0.000587718 0.98411 -0.499969 
0.889228 -0.0569807 0.000586459 0.984128 -0.499969 
0.889385 -0.0567989 0.0005852 0.984146 -0.499969 
0.889542 -0.0566176 0.000583943 0.984164 -0.499969 
0.889699 -0.0564367 0.000582686 0.984182 -0.49997 
0.889856 -0.0562562 0.000581431 0.9842 -0.49997 
0.890013 -0.0560761 0.000580177 0.984217 -0.49997 
0.89017 -0.0558964 0.000578923 0.984235 -0.49997 
0.890327 -0.0557172 0.000577671 0.984253 -0.49997 
0.890484 -0.0555385 0.00057642 0.984271 -0.499971 
0.890642 -0.0553601 0.000575171 0.984289 -0.499971 
0.890799 -0.0551822 0.000573922 0.984307 -0.499971 
0.890956 -0.0550047 0.000572674 0.984324 -0.499971 
0.891113 -0.0548276 0.000571428 0.984342 -0.499972 
0.89127 -0.054651 0.000570182 0.98436 -0.499972 
0.891427 -0.0544747 0.000568938 0.984377 -0.499972 
0.891584 -0.0542989 0.000567695 0.984395 -0.499972 
0.891741 -0.0541235 0.000566453 0.984413 -0.499973 
0.891898 -0.0539486 0.000565212 0.98443 -0.499973 
0.892055 -0.0537741 0.000563973 0.984448 -0.499973 
0.892212 -0.0536 0.000562734 0.984466 -0.499973 
0.892369 -0.0534263 0.000561497 0.984483 -0.499973 
0.892526 -0.053253 0.00056026 0.984501 -0.499974 
0.892684 -0.0530802 0.000559025 0.984518 -0.499974 
0.892841 -0.0529077 0.000557791 0.984536 -0.499974 
0.892998 -0.0527357 0.000556558 0.984553 -0.499974 
0.893155 -0.0525641 0.000555327 0.984571 -0.499974 
0.893312 -0.052393 0.000554096 0.984588 -0.499975 
0.893469 -0.0522222 0.000552867 0.984605 -0.499975 
0.893626 -0.0520519 0.000551639 0.984623 -0.499975 
0.893783 -0.0518819 0.000550412 0.98464 -0.499975 
0.89394 -0.0517124 0.000549186 0.984658 -0.499976 
0.894097 -0.0515433 0.000547961 0.984675 -0.499976 
0.894254 -0.0513747 0.000546738 0.984692 -0.499976 
0.894411 -0.0512064 0.000545516 0.98471 -0.499976 
0.894569 -0.0510385 0.000544295 0.984727 -0.499976 
0.894726 -0.0508711 0.000543075 0.984744 -0.499977 
0.894883 -0.0507041 0.000541856 0.984761 -0.499977 
0.89504 -0.0505375 0.000540639 0.984779 -0.499977 
0.895197 -0.0503713 0.000539422 0.984796 -0.499977 
0.895354 -0.0502055 0.000538207 0.984813 -0.499977 
0.895511 -0.0500401 0.000536993 0.98483 -0.499977 
0.895668 -0.0498751 0.000535781 0.984847 -0.499978 
0.895825 -0.0497106 0.000534569 0.984864 -0.499978 
0.895982 -0.0495464 0.000533359 0.984881 -0.499978 
0.896139 -0.0493826 0.00053215 0.984899 -0.499978 
0.896296 -0.0492193 0.000530942 0.984916 -0.499978 
0.896453 -0.0490564 0.000529736 0.984933 -0.499979 
0.896611 -0.0488938 0.000528531 0.98495 -0.499979 
0.896768 -0.0487317 0.000527326 0.984967 -0.499979 
0.896925 -0.04857 0.000526124 0.984984 -0.499979 
0.897082 -0.0484087 0.000524922 0.985001 -0.499979 
0.897239 -0.0482478 0.000523722 0.985017 -0.49998 
0.897396 -0.0480873 0.000522522 0.985034 -0.49998 
0.897553 -0.0479271 0.000521325 0.985051 -0.49998 
0.89771 -0.0477674 0.000520128 0.985068 -0.49998 
0.897867 -0.0476081 0.000518933 0.985085 -0.49998 
0.898024 -0.0474492 0.000517738 0.985102 -0.49998 
0.898181 -0.0472907 0.000516546 0.985119 -0.499981 
0.898338 -0.0471326 0.000515354 0.985135 -0.499981 
0.898495 -0.0469749 0.000514164 0.985152 -0.499981 
0.898653 -0.0468176 0.000512975 0.985169 -0.499981 
0.89881 -0.0466607 0.000511787 0.985186 -0.499981 
0.898967 -0.0465042 0.0005106 0.985202 -0.499981 
0.899124 -0.0463481 0.000509415 0.985219 -0.499982 
0.899281 -0.0461923 0.000508231 0.985236 -0.499982 
0.899438 -0.046037 0.000507048 0.985252 -0.499982 
0.899595 -0.0458821 0.000505867 0.985269 -0.499982 
0.899752 -0.0457275 0.000504687 0.985286 -0.499982 
0.899909 -0.0455734 0.000503508 0.985302 -0.499982 
0.900066 -0.0454196 0.00050233 0.985319 -0.499983 
0.900223 -0.0452663 0.000501154 0.985335 -0.499983 
0.90038 -0.0451133 0.000499979 0.985352 -0.499983 
0.900538 -0.0449607 0.000498806 0.985368 -0.499983 
0.900695 -0.0448085 0.000497633 0.985385 -0.499983 
0.900852 -0.0446567 0.000496462 0.985401 -0.499983 
0.901009 -0.0445053 0.000495292 0.985418 -0.499983 
0.901166 -0.0443543 0.000494124 0.985434 -0.499984 
0.901323 -0.0442037 0.000492957 0.985451 -0.499984 
0.90148 -0.0440534 0.000491791 0.985467 -0.499984 
0.901637 -0.0439036 0.000490627 0.985484 -0.499984 
0.901794 -0.0437541 0.000489463 0.9855 -0.499984 
0.901951 -0.043605 0.000488302 0.985516 -0.499984 
0.902108 -0.0434563 0.000487141 0.985533 -0.499984 
0.902265 -0.043308 0.000485982 0.985549 -0.499985 
0.902422 -0.0431601 0.000484824 0.985565 -0.499985 
0.90258 -0.0430125 0.000483668 0.985581 -0.499985 
0.902737 -0.0428654 0.000482512 0.985598 -0.499985 
0.902894 -0.0427186 0.000481359 0.985614 -0.499985 
0.903051 -0.0425722 0.000480206 0.98563 -0.499985 
0.903208 -0.0424262 0.000479055 0.985646 -0.499985 
0.903365 -0.0422805 0.000477905 0.985662 -0.499986 
0.903522 -0.0421353 0.000476757 0.985679 -0.499986 
0.903679 -0.0419904 0.00047561 0.985695 -0.499986 
0.903836 -0.0418459 0.000474464 0.985711 -0.499986 
0.903993 -0.0417018 0.000473319 0.985727 -0.499986 
0.90415 -0.041558 0.000472176 0.985743 -0.499986 
0.904307 -0.0414146 0.000471035 0.985759 -0.499986 
0.904465 -0.0412717 0.000469894 0.985775 -0.499987 
0.904622 -0.041129 0.000468755 0.985791 -0.499987 
0.904779 -0.0409868 0.000467618 0.985807 -0.499987 
0.904936 -0.0408449 0.000466482 0.985823 -0.499987 
0.905093 -0.0407034 0.000465347 0.985839 -0.499987 
0.90525 -0.0405623 0.000464213 0.985855 -0.499987 
0.905407 -0.0404216 0.000463081 0.985871 -0.499987 
0.905564 -0.0402812 0.000461951 0.985887 -0.499987 
0.905721 -0.0401412 0.000460821 0.985903 -0.499988 
0.905878 -0.0400016 0.000459693 0.985918 -0.499988 
0.906035 -0.0398623 0.000458567 0.985934 -0.499988 
0.906192 -0.0397234 0.000457442 0.98595 -0.499988 
0.906349 -0.0395849 0.000456318 0.985966 -0.499988 
0.906507 -0.0394467 0.000455196 0.985982 -0.499988 
0.906664 -0.0393089 0.000454075 0.985997 -0.499988 
0.906821 -0.0391715 0.000452955 0.986013 -0.499988 
0.906978 -0.0390345 0.000451837 0.986029 -0.499988 
0.907135 -0.0388978 0.00045072 0.986045 -0.499989 
0.907292 -0.0387614 0.000449605 0.98606 -0.499989 
0.907449 -0.0386255 0.000448491 0.986076 -0.499989 
0.907606 -0.0384899 0.000447378 0.986092 -0.499989 
0.907763 -0.0383547 0.000446267 0.986107 -0.499989 
0.90792 -0.0382198 0.000445157 0.986123 -0.499989 
0.908077 -0.0380853 0.000444049 0.986139 -0.499989 
0.908234 -0.0379512 0.000442942 0.986154 -0.499989 
0.908392 -0.0378174 0.000441837 0.98617 -0.499989 
0.908549 -0.037684 0.000440733 0.986185 -0.49999 
0.908706 -0.0375509 0.00043963 0.986201 -0.49999 
0.908863 -0.0374182 0.000438529 0.986216 -0.49999 
0.90902 -0.0372859 0.000437429 0.986232 -0.49999 
0.909177 -0.0371539 0.000436331 0.986247 -0.49999 
0.909334 -0.0370223 0.000435234 0.986263 -0.49999 
0.909491 -0.036891 0.000434138 0.986278 -0.49999 
0.909648 -0.0367601 0.000433044 0.986294 -0.49999 
0.909805 -0.0366295 0.000431952 0.986309 -0.49999 
0.909962 -0.0364993 0.00043086 0.986324 -0.499991 
0.910119 -0.0363695 0.000429771 0.98634 -0.499991 
0.910276 -0.03624 0.000428682 0.986355 -0.499991 
0.910434 -0.0361109 0.000427596 0.98637 -0.499991 
0.910591 -0.0359821 0.00042651 0.986386 -0.499991 
0.910748 -0.0358537 0.000425426 0.986401 -0.499991 
0.910905 -0.0357256 0.000424344 0.986416 -0.499991 
0.911062 -0.0355979 0.000423263 0.986431 -0.499991 
